"achievement.agent.common1.title" :"任务卷王",
"achievement.omikuji.cond":"提示：一月限定。",

"achievement.setsubun.title":"福运双至",
"achievement.setsubun.goal":"完成所有任务并活到最后，驱逐所有伪装者胜利。",
"achievement.setsubun.cond":"提示：二月限定。",

"achievement.graduation2.title":"毕业季",
"achievement.graduation2.goal":"通过投票驱逐3名玩家。",
"achievement.graduation2.cond":"提示：三月限定。",

"achievement.sakura.title":"樱花飞舞",
"achievement.sakura.goal":"游戏中颜色从黄绿变为樱花色。",
"achievement.sakura.cond":"提示：四月限定。",

"achievement.koinobori.title":"爱如风",
"achievement.koinobori.goal":"恋人自由奔跑。",
"achievement.koinobori.cond":"提示：五月限定，恋人同时拥有加速效果且5秒内一起移动，仅限MIRA HQ和Airship地图。",

"achievement.rainyStep.title":"雨中漫步",
"achievement.rainyStep.goal":"在减速状态下继续移动。",
"achievement.rainyStep.cond":"提示：六月限定，持续6秒以上，仅限Polus和The Fungle地图。",
"achievement.rainyStep.flavor":"美妙的雨季。",

"achievement.rainyStepAnother.title":"追星逐月",
"achievement.rainyStepAnother.goal":"在加速状态下继续移动。",
"achievement.rainyStepAnother.cond":"提示：六月限定，持续6秒以上，仅限The Skeld地图。",
"achievement.rainyStepAnother.flavor":"超越光速！",

"achievement.tanabata.title":"鹊桥相杀",
"achievement.tanabata.goal":"用狙击枪或斧头击杀正在使用移动平台的玩家。",
"achievement.tanabata.cond":"提示：七月限定，仅限Airship地图。",

"achievement.watermelon.title":"夏日清凉",
"achievement.watermelon.goal":"在The Fungle沙滩上杀死拥有<b>血语者</b>的绿色或黑色玩家。",
"achievement.watermelon.cond":"八月限定。",
"achievement.watermelon.flavor":"爽口的“西瓜汁”！",

"achievement.autumnSky.title":"职业轮转",
"achievement.autumnSky.goal":"职业连续变化5次以上。",
"achievement.autumnSky.cond":"提示：9月限定。",

"achievement.halloween.title":"捣蛋时间",
"achievement.halloween.goal":"把尸体搬到50米外。",
"achievement.halloween.cond":"提示：10月限定。",
"achievement.halloween.flavor":"“死了就不能给你糖哦！”——真鬼说。",

"achievement.freshWine.title":"小丑香槟",
"achievement.freshWine.goal":"吞噬或清理新鲜尸体。",
"achievement.freshWine.cond":"提示：11月限定。",
"achievement.freshWine.flavor":"“来自82年的佳酿！”",

"achievement.christmas.title":"圣诞审判",
"achievement.christmas.goal":"在会议中驱逐恋人。",
"achievement.christmas.cond":"提示：十二月限定。",

"achievement.firstKill.title":"死亡观察员",
"achievement.firstKill.goal":"目睹10次死亡。",
"achievement.firstKill.cond":"",

"achievement.firstKill2.title":"首杀常客",
"achievement.firstKill2.goal":"累计被首杀50次。",
"achievement.firstKill2.cond":"",

"achievement.firstKill3.title":"首杀专业户",
"achievement.firstKill3.goal":"累计被首杀100次。",
"achievement.firstKill3.cond":"",
"achievement.firstKill3.flavor":"“高血压，已经卸载！”——■■■",

"achievement.death1.title":"越挫越勇",
"achievement.death1.goal":"累计死亡50次。",
"achievement.death1.cond":"",

"achievement.death2.title":"尸横遍野",
"achievement.death2.goal":"累计死亡100次。",
"achievement.death2.cond":"",

"achievement.death3.title":"死亡如风",
"achievement.death3.goal":"累计死亡500次。",
"achievement.death3.cond":"",
"achievement.death3.flavor":"“已经麻木了……”",

"achievement.challenge.impostor.title":"完美潜入",
"achievement.challenge.impostor.goal":"所有伪装者存活并获胜。",
"achievement.challenge.impostor.cond":"提示：自己击杀2人以上。",

"achievement.challenge.lastCrewmate.title":"绝地求生",
"achievement.challenge.lastCrewmate.goal":"作为最后船员存活并胜利。",
"achievement.challenge.lastCrewmate.cond":"提示：叛徒不算船员。",

"achievement.challenge.death2.title":"花样百死",
"achievement.challenge.death2.goal":"见证4种不同死亡原因。",
"achievement.challenge.death2.cond":"提示：包括自杀、他杀、投票间接致死。",

"achievement.noCrewmate.title":"任务胜利倒计时",
"achievement.noCrewmate.goal":"全体船员死亡状态下任务胜利。",
"achievement.noCrewmate.cond":"提示：自己是船员且非叛徒。",

"achievement.challenge.crewmate.title":"寂静胜利",
"achievement.challenge.crewmate.goal":"全员存活，任务胜利。",
"achievement.challenge.crewmate.cond":"",

"achievement.speedAttribute.title":"速度悖论",
"achievement.speedAttribute.goal":"同时受到加速和减速效果。",
"achievement.speedAttribute.cond":"",

"achievement.threeRoles.title":"阵营迷局",
"achievement.threeRoles.goal":"伪装者阵营中有恋人和跟班附加。",
"achievement.threeRoles.cond":"",

"achievement.doTaskEvenDead.title":"打工魂不灭",
"achievement.doTaskEvenDead.goal":"死亡状态下完成所有任务。",
"achievement.doTaskEvenDead.cond":"提示：8个以上任务。",

"achievement.noMeeting.title":"静默胜利",
"achievement.noMeeting.goal":"没开一次会议就胜利。",
"achievement.noMeeting.cond":"",
"achievement.noMeeting.flavor":"最无聊的一局。",

"achievement.extraVictim.title":"连坐出局",
"achievement.extraVictim.goal":"因恋人、叛徒、挑衅者被连带驱逐。",
"achievement.extraVictim.cond":"",

"achievement.spectator.dead.title":"战地记者",
"achievement.spectator.dead.goal":"观战视角中玩家被击杀。",
"achievement.spectator.dead.cond":"",

"achievement.spectator.murderer.title":"心跳时刻",
"achievement.spectator.murderer.goal":"观战视角中玩家进行击杀。",
"achievement.spectator.murderer.cond":"",

"achievement.teleporter1.title":"初体验",
"achievement.teleporter1.goal":"使用一次传送器。",
"achievement.teleporter1.cond":"",

"achievement.teleporter2.title":"空间大师",
"achievement.teleporter2.goal":"累计使用50次传送器。",
"achievement.teleporter2.cond":"",

"achievement.movable.title":"寸步难行",
"achievement.movable.goal":"因多种限制无法移动。",
"achievement.movable.cond":"",

"achievement.dragCorpse.title":"落叶归根",
"achievement.dragCorpse.goal":"累计拖拽尸体100米。",
"achievement.dragCorpse.cond":"",
"achievement.dragCorpse.flavor":"“人死了要回家，活着就得往前走。”——《落叶归根》",

"achievement.allWayKill.title":"死亡图鉴",
"achievement.allWayKill.goal":"集齐所有击杀类死亡原因。",
"achievement.allWayKill.cond":"",

"achievement.allWayDeath.title":"死亡百科",
"achievement.allWayDeath.goal":"集齐所有死亡原因。",
"achievement.allWayDeath.cond":"",

"achievement.perk.screen.title":"世界颠倒者",
"achievement.perk.screen.goal":"伪装者获得翻转屏幕特技。",
"achievement.perk.screen.cond":"",
"achievement.perk.screen.flavor":"“疯狂大翻转！”",

"achievement.perk.meteor.title":"陨石天降",
"achievement.perk.meteor.goal":"用“天动万象”击杀3人以上。",
"achievement.perk.meteor.cond":"",

"achievement.perk.blank.title":"戏精附体",
"achievement.perk.blank.goal":"用“空弹”或“愤怒”累计10次以上。",
"achievement.perk.blank.cond":"",

"record.perk.manyPerks1.flipX":"镜像",
"record.perk.manyPerks1.flipY":"颠倒",
"record.perk.manyPerks1.flipXY":"逆转",
"record.perk.manyPerks1.invisible":"融入",
"record.perk.manyPerks1.meteor":"天动万象",
"record.perk.manyPerks1.rotation":"晕厥",
"record.perk.manyPerks1.blankShot":"空弹",
"record.perk.manyPerks1.fakeAxe":"愤怒",

"achievement.perk.manyPerks1.title":"特技收藏家",
"achievement.perk.manyPerks1.goal":"累计使用指定特技。",
"achievement.perk.manyPerks1.cond":"",

"achievement.costume.animals.title":"动物狂欢",
"achievement.costume.animals.goal":"和动物服装玩家一起游戏。",
"achievement.costume.animals.cond":"提示：至少5个动物服装。",
"achievement.costume.animals.flavor":"动物园开园啦！",

"achievement.costume.music.title":"交响乐团",
"achievement.costume.music.goal":"组成完整音乐队。",
"achievement.costume.music.cond":"提示：至少3名演奏者和1名指挥。",

"achievement.costume.party.title":"派对达人",
"achievement.costume.party.goal":"举办一场有趣派对。",
"achievement.costume.party.cond":"提示：至少3人戴“炫目迷醉”系列，每人不同。",
"achievement.costume.party.flavor":"派对时间到！",

"achievement.costume.partyCamo.title":"劫后余生",
"achievement.costume.partyCamo.goal":"隐蔽技能结束后都聚在一起。",
"achievement.costume.partyCamo.cond":"提示：至少3人一起。",
"achievement.costume.partyCamo.flavor":"无论如何，这局活下来了。"

"achievement.costume.music.title" :"交响天团",
"achievement.costume.music.goal" :"凑齐能开演奏会的音乐队！",
"achievement.costume.music.cond" :"提示：至少3名演奏者+1名指挥家",

"achievement.costume.party.title" :"派对狂魔",
"achievement.costume.party.goal" :"嗨翻全场的狂欢派对！",
"achievement.costume.party.cond" :"提示：至少3人佩戴“炫目迷醉”系列，每人造型不同",
"achievement.costume.party.flavor" :"蹦迪时间到！",

"achievement.costume.partyCamo.title" :"绝地求生",
"achievement.costume.partyCamo.goal" :"隐身技能结束后全员幸存大集合！",
"achievement.costume.partyCamo.cond" :"提示：至少3人抱团取暖",
"achievement.costume.partyCamo.flavor" :"这局总算没团灭！",

"achievement.innersloth.wins_skeld.title" :"漂泊飞船",
"achievement.innersloth.wins_skeld.goal" :"在The Skeld赢3次，飞船老司机认证~"
"achievement.innersloth.wins_skeld.cond" :"提示：在Skeld获胜3次",

"achievement.innersloth.wins_mira.title" :"全面封锁",
"achievement.innersloth.wins_mira.goal" :"在MIRA赢3次，太空站霸主就是你！",
"achievement.innersloth.wins_mira.cond" :"提示：在MIRA获胜3次",

"achievement.innersloth.wins_polus.title" :"证据确凿",
"achievement.innersloth.wins_polus.goal" :"在Polus赢3次！极地侦探已上线！！！",
"achievement.innersloth.wins_polus.cond" :"提示：在Polus获胜3次",

"achievement.innersloth.wins_airship.title" :"高帽船员帮",
"achievement.innersloth.wins_airship.goal" :"在Airship赢3次，真是个飞艇大佬！",
"achievement.innersloth.wins_airship.cond" :"提示：在Airship获胜3次",

"achievement.innersloth.survive_crewmate.title" :"幸存者",
"achievement.innersloth.survive_crewmate.goal" :"当船员活到最后还赢了，命也太硬了：）",
"achievement.innersloth.survive_crewmate.cond" :"提示：以船员身份存活下来并取得胜利",

"achievement.innersloth.win_all_tasks.title" :"任务机器",
"achievement.innersloth.win_all_tasks.goal" :"靠做任务赢，人形自走任务处理器！",
"achievement.innersloth.win_all_tasks.cond" :"提示：以船员身份完成所有任务来取得胜利",

"achievement.innersloth.win_always_correct_votes.title" :"神探福尔摩斯",
"achievement.innersloth.win_always_correct_votes.goal" :"每票都投对，人形测谎仪已启动~~~",
"achievement.innersloth.win_always_correct_votes.cond" :"提示：以船员身份在将每一票都投给伪装者的情况下取得胜利",

"achievement.innersloth.win_kills.title" :"开膛手",
"achievement.innersloth.win_kills.goal" :"杀光所有船员，清洁工最爱的同事~",
"achievement.innersloth.win_kills.cond" :"提示：以伪装者身份杀死所有船员来取得胜利",

"achievement.innersloth.win_impostor_vote.title" :"能言善道",
"achievement.innersloth.win_impostor_vote.goal" :"靠嘴炮赢，奥斯卡欠你小金人呐！",
"achievement.innersloth.win_impostor_vote.cond" :"提示：以伪装者身份通过投票来取得胜利",

"achievement.innersloth.win_sabotage.title" :"破坏王",
"achievement.innersloth.win_sabotage.goal" :"靠搞破坏赢，机械师最恨的对手~",
"achievement.innersloth.win_sabotage.cond" :"提示：以伪装者身份造成严重破坏来取得胜利",

"achievement.innersloth.no_vents_impostor_win.title" :"谋事在人",
"achievement.innersloth.no_vents_impostor_win.goal" :"不用通风口赢，佛系杀手修炼成功！",
"achievement.innersloth.no_vents_impostor_win.cond" :"提示：以伪装者身份在不使用通风口的情况下取得胜利",

"achievement.innersloth.survive_two_impostors.title" :"毫无破绽",
"achievement.innersloth.survive_two_impostors.goal" :"双伪装局让俩凶手都活着，影帝级表演~~",
"achievement.innersloth.survive_two_impostors.cond" :"提示：在伪装者为2名的游戏中，于游戏结束时2名伪装者都存活的情况下取得胜利",

"achievement.innersloth.kill_while_shifted.title" :"不要相信任何人",
"achievement.innersloth.kill_while_shifted.goal" :"杀人后立刻cos对方，狸猫换太子高手！",
"achievement.innersloth.kill_while_shifted.cond" :"提示：杀死某人，然后伪装成他们",

"achievement.innersloth.block_kill_as_guardian.title" :"我可以成为你的“天士”",
"achievement.innersloth.block_kill_as_guardian.goal" :"当守护天使挡刀成功，天降正义~",
"achievement.innersloth.block_kill_as_guardian.cond" :"提示：以守护天使身份阻止杀人",

"achievement.innersloth.task_complete_easy.title" :"实习生",
"achievement.innersloth.task_complete_easy.goal" :"完成10次任务，职场新人报到~",
"achievement.innersloth.task_complete_easy.cond" :"提示：总计完成10次任务",

"achievement.innersloth.task_complete_medium.title" :"经理",
"achievement.innersloth.task_complete_medium.goal" :"完成100次任务，办公室卷王诞生！",
"achievement.innersloth.task_complete_medium.cond" :"提示：总计完成100次任务",

"achievement.innersloth.task_complete_hard.title" :"任务专家",
"achievement.innersloth.task_complete_hard.goal" :"完成500次任务，人形永动机认证~",
"achievement.innersloth.task_complete_hard.cond" :"提示：总计完成500次任务",

"achievement.innersloth.card_first_try.title" :"不可能的任务",
"achievement.innersloth.card_first_try.goal" :"一次就通过刷卡，欧皇附体！",
"achievement.innersloth.card_first_try.cond" :"提示：于一场游戏中一次就通过刷卡任务",

"achievement.innersloth.die_during_medscan.title" :"待宰羔羊",
"achievement.innersloth.die_during_medscan.goal" :"体检时被杀，最透明的死亡现场~",
"achievement.innersloth.die_during_medscan.cond" :"提示：在医务室扫描过程中被杀",

"achievement.innersloth.kills_first.title" :"初露锋芒",
"achievement.innersloth.kills_first.goal" :"完成首杀，新手村毕业！",
"achievement.innersloth.kills_first.cond" :"提示：完成首次击杀",

"achievement.innersloth.kills_easy.title" :"杀手",
"achievement.innersloth.kills_easy.goal" :"杀5个人，实习杀手转正~",
"achievement.innersloth.kills_easy.cond" :"提示：总计杀死150个人",

"achievement.innersloth.kills_medium.title" :"刺客",
"achievement.innersloth.kills_medium.goal" :"杀50个人，暗杀界新贵！",
"achievement.innersloth.kills_medium.cond" :"提示：总计杀死50个人",

"achievement.innersloth.kills_hard.title" :"死神",
"achievement.innersloth.kills_hard.goal" :"杀150个人，收割机已经启动喽~",
"achievement.innersloth.kills_hard.cond" :"提示：总计杀死150个人",

"achievement.innersloth.three_kills_before_meeting.title" :"饥饿难耐",
"achievement.innersloth.three_kills_before_meeting.goal" :"开会前杀3人，饿死鬼投胎！",
"achievement.innersloth.three_kills_before_meeting.cond" :"提示：在召开会议前杀死3个人",

"achievement.innersloth.fix_own_sabotage.title" :"伪装船员",
"achievement.innersloth.fix_own_sabotage.goal" :"修自己搞的破坏，影帝级自导自演~~",
"achievement.innersloth.fix_own_sabotage.cond" :"提示：捉修复一次自己造成的破坏",

"achievement.innersloth.kill_during_lights.title" :"暗藏杀机",
"achievement.innersloth.kill_during_lights.title" :"暗藏杀机",
"achievement.innersloth.kill_during_lights.goal" :"停电时杀人，夜行侠必备技能！",
"achievement.innersloth.kill_during_lights.cond" :"提示：在照明毁损期间杀死一个人",

"achievement.innersloth.hns_survive_crewmate.title" :"捉迷藏高手",
"achievement.innersloth.hns_survive_crewmate.goal" :"捉迷藏模式活下来，名副其实的人形变色龙~",
"achievement.innersloth.hns_survive_crewmate.cond" :"提示：捉迷藏模式下，以船员身份在游戏中生存下去",

"achievement.innersloth.hns_impostor_kill_all.title" :"无处可逃",
"achievement.innersloth.hns_impostor_kill_all.goal" :"捉迷藏杀光所有人，猫鼠游戏的 终 结 者！！！",
"achievement.innersloth.hns_impostor_kill_all.cond" :"提示：捉迷藏模式下，以伪装者身份杀死所有躲藏者",

"achievement.innersloth.hns_complete_all_tasks.title" :"飓风行动",
"achievement.innersloth.hns_complete_all_tasks.goal" :"捉迷藏做完所有任务，效率狂魔！",
"achievement.innersloth.hns_complete_all_tasks.cond" :"提示：捉迷藏模式下，完成所有任务",

"achievement.innersloth.hns_crewmate_wins_easy.title" :"你逃不掉的",
"achievement.innersloth.hns_crewmate_wins_easy.goal" :"捉迷藏赢10局，躲猫猫小白啦~~",
"achievement.innersloth.hns_crewmate_wins_easy.cond" :"提示：捉迷藏模式下，以躲藏者身份获胜10局",

"achievement.innersloth.hns_crewmate_wins_hard.title" :"但你可以躲起来",
"achievement.innersloth.hns_crewmate_wins_hard.goal" :"捉迷藏赢50局，隐形人认证（（（",
"achievement.innersloth.hns_crewmate_wins_hard.cond" :"提示：捉迷藏模式下，以躲藏者身份获胜50局",

"achievement.innersloth.hns_impostor_kills_easy.title" :"你可以逃命",
"achievement.innersloth.hns_impostor_kills_easy.goal" :"捉迷藏杀100人，扫地僧级别！",
"achievement.innersloth.hns_impostor_kills_easy.cond" :"提示：捉迷藏模式下，以追杀者身份杀死100人",

"achievement.innersloth.hns_impostor_kills_hard.title" :"但你没地方躲",
"achievement.innersloth.hns_impostor_kills_hard.goal" :"捉迷藏杀200人，行走的核武器啊~",
"achievement.innersloth.hns_impostor_kills_hard.cond" :"提示：捉迷藏模式下，以追杀者身份杀死200人"
